case_id,crime_category,ipc_section,case_facts,evidence_strength,number_of_witnesses,accused_prior_record,punishment_years,fine_amount,verdict,case_description
77,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 0 witnesses were presented in court. Prior criminal record: No.,Strong,0,No,6,13457,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
78,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: No.,Weak,5,No,6,12934,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
79,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: No.,Weak,5,No,0,0,Acquitted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
80,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Strong. 2 witnesses were presented in court. Prior criminal record: No.,Strong,2,No,4,22376,Convicted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Strong in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
81,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Strong. 2 witnesses were presented in court. Prior criminal record: Yes.,Strong,2,Yes,5,28554,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Strong in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
82,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: Yes.,Strong,5,Yes,6,27612,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
83,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Weak. 2 witnesses were presented in court. Prior criminal record: No.,Weak,2,No,13,26747,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Weak in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
84,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 5 witnesses were presented in court. Prior criminal record: No.,Strong,5,No,5,29952,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
85,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Strong. 1 witnesses were presented in court. Prior criminal record: No.,Strong,1,No,5,44178,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Strong in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
86,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: No.,Moderate,4,No,2,23046,Convicted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
87,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Weak. 1 witnesses were presented in court. Prior criminal record: Yes.,Weak,1,Yes,3,9023,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Weak in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
88,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Strong. 0 witnesses were presented in court. Prior criminal record: No.,Strong,0,No,9,42272,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Strong in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
